Image;Accuracy
1150;0.07192575406032482
1152;0.20077220077220076
1153;0.16615384615384615
1154;0.40389294403892945
1155;0.11504424778761062
1156;0.10175438596491228
1157;0.08450704225352113
1159;0.10599078341013825
1160;0.5952380952380952
1161;0.26476578411405294
1162;0.5838323353293413
1163;0.182370820668693
1164;0.1939799331103679
1165;0.15023474178403756
1166;0.8780487804878049
1167;0.0
1168;0.6203389830508474
1170;0.22682445759368836
1171;0.12010443864229765
1172;0.03597122302158273
1173;0.12776412776412777
1174;0.27184466019417475
1175;0.9506172839506173
1176;0.35406698564593303
1177;0.37
1178;0.12692307692307692
1179;0.7538860103626943
1180;0.0
1181;0.2716049382716049
1182;0.13815789473684212
1183;0.3116883116883117
1184;0.8229508196721311
1185;0.7477064220183486
1186;0.18385650224215247
1187;0.8035714285714286
1188;0.38671875
1189;0.09523809523809523
1190;0.3323943661971831
1191;0.12927756653992395
1193;0.10666666666666667
1195;0.46438746438746437
1196;0.1039426523297491
1197;0.10069444444444445
1198;0.0
1199;0.0
