image_file,wer,cer,br,ba,run_time
1000-receipt.jpg,0.1666666716337204,0.04247104376554489,1,1,0.07722577300000921
1001-receipt.jpg,1.0,1.0,0,0,0.08876577000000907
1002-receipt.jpg,0.9868420958518982,0.9331848621368408,1,0,0.13184509999996408
1003-receipt.jpg,1.0,0.9846153855323792,1,0,0.1204366070001015
1004-receipt.jpg,0.3913043439388275,0.1071428582072258,1,0,0.09213992299999063
1005-receipt.jpg,0.9102563858032227,0.8481561541557312,1,0,0.12378412199996092
1006-receipt.jpg,0.9285714030265808,0.7943037748336792,1,0,0.011217836000014358
1007-receipt.jpg,0.27272728085517883,0.11576354503631592,1,0,0.0688943789999712
1008-receipt.jpg,0.020408162847161293,0.003367003286257386,1,1,0.09107059699999809
1009-receipt.jpg,0.9122806787490845,0.7506775259971619,1,0,0.012493340999981228
1010-receipt.jpg,0.5833333134651184,0.46027398109436035,1,0,0.09662420799998017
1011-receipt.jpg,0.6213592290878296,0.4301765561103821,1,0,0.1143925889999764
1012-receipt.jpg,0.29870128631591797,0.10173697024583817,1,0,0.024761647999980596
1013-receipt.jpg,0.31578946113586426,0.1818181872367859,1,0,0.07189311299998735
1014-receipt.jpg,0.65625,0.5852272510528564,1,0,0.09537564499999007
1015-receipt.jpg,0.5072463750839233,0.26525822281837463,1,0,0.12290307299997494
1016-receipt.jpg,0.44117647409439087,0.3049853444099426,1,0,0.10730627999998887
1017-receipt.jpg,0.581818163394928,0.5202311873435974,1,0,0.03617165000002842
1018-receipt.jpg,0.5357142686843872,0.28723403811454773,1,0,0.1152884159999985
1019-receipt.jpg,0.9230769276618958,0.8557214140892029,1,0,0.017386755999950765
1020-receipt.jpg,0.675000011920929,0.5286343693733215,1,0,0.09120858400001453
1021-receipt.jpg,0.39024388790130615,0.2528301775455475,1,0,0.07727185399994596
1022-receipt.jpg,0.914893627166748,0.7737705111503601,1,0,0.12518021599998974
1023-receipt.jpg,0.33766233921051025,0.14777328073978424,1,0,0.10261075000005349
1024-receipt.jpg,0.4716981053352356,0.2927631437778473,1,0,0.06044126699998742
1026-receipt.jpg,1.0,1.0,0,0,0.13084674800006724
1027-receipt.jpg,0.1875,0.07124681770801544,1,0,0.10462644500000806
1028-receipt.jpg,0.8888888955116272,0.6544622182846069,1,0,0.017503006000083587
1029-receipt.jpg,0.375,0.29086539149284363,1,0,0.11152944899993145
1030-receipt.jpg,0.8219178318977356,0.6124401688575745,1,0,0.016431052000029922
1031-receipt.jpg,0.35820895433425903,0.16746412217617035,1,0,0.08532593399991129
1032-receipt.jpg,0.2678571343421936,0.09454545378684998,1,0,0.11076852700000472
1033-receipt.jpg,0.4035087823867798,0.3381088972091675,1,0,0.1114549359999728
1035-receipt.jpg,0.4303797483444214,0.3599088788032532,1,0,0.08437780799999928
1036-receipt.jpg,0.38823530077934265,0.20600000023841858,1,0,0.1063649060000671
1037-receipt.jpg,0.7090908885002136,0.32180851697921753,1,0,0.11062584799992692
1038-receipt.jpg,0.3799999952316284,0.09763313829898834,1,0,0.09591698300005191
1039-receipt.jpg,1.0,0.8835616707801819,1,0,0.13278294200006258
1040-receipt.jpg,0.3287671208381653,0.14884695410728455,1,0,0.09937387699994815
1042-receipt.jpg,0.4032258093357086,0.20854271948337555,1,0,0.1080082159999165
1043-receipt.jpg,0.5531914830207825,0.42399999499320984,1,0,0.11366844100007256
1044-receipt.jpg,0.8888888955116272,0.6930692791938782,1,0,0.00953877199992803
1045-receipt.jpg,0.9090909361839294,0.7055837512016296,1,0,0.020352411999965625
1046-receipt.jpg,0.375,0.3333333432674408,1,0,0.10334735900005398
1047-receipt.jpg,1.0,1.0,0,0,0.11430512499998713
1048-receipt.jpg,0.13513512909412384,0.10161662846803665,1,0,0.1150893989999986
1049-receipt.jpg,0.1666666716337204,0.05684754624962807,1,0,0.09708961299998009
1050-receipt.jpg,0.6101694703102112,0.4483775794506073,1,0,0.10063459100001637
1051-receipt.jpg,0.4047619104385376,0.2377622425556183,1,0,0.1025652099999661
1052-receipt.jpg,0.3103448152542114,0.1745562106370926,1,0,0.022239817000013318
1053-receipt.jpg,0.95652174949646,0.9222614765167236,1,0,0.021311403000026985
1054-receipt.jpg,0.15942029654979706,0.10161662846803665,1,0,0.08349857200005317
1055-receipt.jpg,0.48571428656578064,0.31137725710868835,1,0,0.10900197299997672
1056-receipt.jpg,0.4141414165496826,0.3572593927383423,1,0,0.09091596500002197
1057-receipt.jpg,0.15555556118488312,0.021897809579968452,1,1,0.08550765799998317
1058-receipt.jpg,1.0,1.0,0,0,0.12965117399994597
1059-receipt.jpg,0.2222222238779068,0.06563706696033478,1,0,0.11241633999998157
1060-receipt.jpg,0.2380952388048172,0.1625344306230545,1,0,0.1214082529999132
1061-receipt.jpg,0.8674699068069458,0.7467811107635498,1,0,0.07136726599992471
1062-receipt.jpg,0.8947368264198303,0.7038216590881348,1,0,0.014749467999990884
1064-receipt.jpg,0.8709677457809448,0.7077922224998474,1,0,0.09146419199998945
1065-receipt.jpg,0.45588234066963196,0.40547263622283936,1,0,0.10116636500004006
1066-receipt.jpg,0.16981132328510284,0.1071428582072258,1,0,0.08211357000004682
1067-receipt.jpg,0.5423728823661804,0.3947368562221527,1,0,0.09273783000003277
1068-receipt.jpg,0.5263158082962036,0.4625000059604645,1,0,0.015792562999990878
1069-receipt.jpg,0.508474588394165,0.32009926438331604,1,0,0.12825481499999114
1070-receipt.jpg,0.5333333611488342,0.43302181363105774,1,0,0.0762949300000173
1071-receipt.jpg,0.5081967115402222,0.5014925599098206,1,0,0.08013673200002813
1072-receipt.jpg,0.29113924503326416,0.14027149975299835,1,0,0.06491629300001023
1073-receipt.jpg,0.9090909361839294,0.8109540343284607,1,0,0.022227987000064786
1074-receipt.jpg,0.4313725531101227,0.2635135054588318,1,0,0.10699402700004157
1075-receipt.jpg,0.4375,0.41637009382247925,1,0,0.14881133900007626
1076-receipt.jpg,0.8775510191917419,0.8178913593292236,1,0,0.10784992200001398
1077-receipt.jpg,0.0615384615957737,0.009852216579020023,1,1,0.13226733699991655
1078-receipt.jpg,0.375,0.2149321287870407,1,0,0.11598185100001501
1079-receipt.jpg,0.3035714328289032,0.12602739036083221,1,0,0.11414275699996779
1080-receipt.jpg,0.3636363744735718,0.19499999284744263,1,0,0.09800622499994915
1081-receipt.jpg,0.18918919563293457,0.03731343150138855,1,1,0.06856869999990067
1082-receipt.jpg,0.4482758641242981,0.25418993830680847,1,0,0.12004787599994415
1083-receipt.jpg,0.49367088079452515,0.2866520881652832,1,0,0.09290424100004202
1084-receipt.jpg,0.4677419364452362,0.1975308656692505,1,0,0.11135750200003258
1085-receipt.jpg,0.20338982343673706,0.125,1,0,0.0770713379999961
1086-receipt.jpg,0.5733333230018616,0.34716156125068665,1,0,0.07253328700005568
1087-receipt.jpg,1.0,1.0,0,0,0.01197077699998772
1088-receipt.jpg,0.8372092843055725,0.7202380895614624,1,0,0.12141946700000972
1089-receipt.jpg,0.34939759969711304,0.26796117424964905,1,0,0.15674604299999828
1090-receipt.jpg,0.6721311211585999,0.584601640701294,1,0,0.11656003500002043
1091-receipt.jpg,0.43478259444236755,0.297587126493454,1,0,0.1062577830000464
1092-receipt.jpg,0.918367326259613,0.8500000238418579,1,0,0.113191731000029
1093-receipt.jpg,1.0,0.8313252925872803,1,0,0.07616693700003907
1094-receipt.jpg,0.4117647111415863,0.17725752294063568,1,0,0.1168006760000253
1095-receipt.jpg,0.5227272510528564,0.3400000035762787,1,0,0.09461881899994751
1096-receipt.jpg,0.5106382966041565,0.24372759461402893,1,0,0.13440796599991245
1097-receipt.jpg,0.5714285969734192,0.5087719559669495,1,0,0.08282262900002024
1098-receipt.jpg,0.3166666626930237,0.16066482663154602,1,0,0.08512736499994844
1099-receipt.jpg,0.125,0.04605263099074364,1,1,0.09735883500002274
1100-receipt.jpg,0.4245283007621765,0.23201438784599304,1,0,0.09216257999992195
1101-receipt.jpg,0.022727273404598236,0.0035714285913854837,1,1,0.12472140900001705
1102-receipt.jpg,0.18518517911434174,0.10759493708610535,1,0,0.0908754399999907
1103-receipt.jpg,0.36206895112991333,0.2085561454296112,1,0,0.1004031729999042
1104-receipt.jpg,0.5862069129943848,0.4438040256500244,1,0,0.13196601000004193
1105-receipt.jpg,0.3285714387893677,0.17913831770420074,1,0,0.1083302019999337
1106-receipt.jpg,0.5116279125213623,0.44622424244880676,1,0,0.11019857199994476
1107-receipt.jpg,0.10294117778539658,0.04644808918237686,1,1,0.10102077800002007
1108-receipt.jpg,0.7058823704719543,0.42628204822540283,1,0,0.015034495000008974
1110-receipt.jpg,0.3400000035762787,0.20388349890708923,1,0,0.13586133299997982
1111-receipt.jpg,1.0,0.95961993932724,1,0,0.10720696399994267
1112-receipt.jpg,0.6603773832321167,0.376953125,1,0,0.1200409180000861
1113-receipt.jpg,0.16981132328510284,0.11650485545396805,1,0,0.06880421699997896
1114-receipt.jpg,1.0,0.970588207244873,1,0,0.00929171099994619
1115-receipt.jpg,0.3469387888908386,0.11692307889461517,1,0,0.10210361899999043
1116-receipt.jpg,0.35185185074806213,0.17405062913894653,1,0,0.0961076140000614
1117-receipt.jpg,0.8679245114326477,0.5766870975494385,1,0,0.119246080000039
1118-receipt.jpg,0.7758620977401733,0.7609329223632812,1,0,0.017999337000105697
1119-receipt.jpg,0.6835442781448364,0.429824560880661,1,0,0.11330304000000524
1120-receipt.jpg,0.4354838728904724,0.2148997187614441,1,0,0.10377496299997802
1121-receipt.jpg,0.7450980544090271,0.684385359287262,1,0,0.11181119299999409
1122-receipt.jpg,0.5454545617103577,0.5100286602973938,1,0,0.017112210000050254
1123-receipt.jpg,0.18518517911434174,0.06785714626312256,1,0,0.07535611399998743
1124-receipt.jpg,0.1617647111415863,0.05476190522313118,1,0,0.10980606600003284
1125-receipt.jpg,0.15000000596046448,0.03169013932347298,1,1,0.07297842599996329
1126-receipt.jpg,0.3636363744735718,0.17098446190357208,1,0,0.10284006599999884
1127-receipt.jpg,0.2641509473323822,0.10891088843345642,1,0,0.11658492399999432
