image_file,wer,cer,br,ba,run_time
1000-receipt.jpg,0.8125,0.7220077514648438,1,0,0.08192205299997113
1001-receipt.jpg,1.0,1.0,0,0,0.07037103700008629
1002-receipt.jpg,0.9868420958518982,0.9086859822273254,1,0,0.08163986399995338
1003-receipt.jpg,1.0,1.0,0,0,0.08877003099996728
1004-receipt.jpg,0.54347825050354,0.2063492089509964,1,0,0.08963092099997994
1005-receipt.jpg,1.0,1.0,0,0,0.08466850000002069
1006-receipt.jpg,0.9464285969734192,0.8481012582778931,1,0,0.007915407000041341
1007-receipt.jpg,1.0,1.0,0,0,0.08152393499995014
1008-receipt.jpg,0.020408162847161293,0.006734006572514772,1,1,0.08321597500003008
1009-receipt.jpg,1.0,0.934959352016449,1,0,0.01412473499999578
1010-receipt.jpg,1.0,1.0,0,0,0.08191313600002559
1011-receipt.jpg,0.893203854560852,0.8138041496276855,1,0,0.08172289899994212
1012-receipt.jpg,0.5974025726318359,0.3374689817428589,1,0,0.17743314400001964
1013-receipt.jpg,1.0,1.0,0,0,0.08121916499999315
1014-receipt.jpg,0.75,0.7585227489471436,1,0,0.08210578000000623
1015-receipt.jpg,1.0,1.0,0,0,0.08322758500003147
1016-receipt.jpg,0.6911764740943909,0.5571847558021545,1,0,0.08261790800008839
1017-receipt.jpg,1.0,1.0,0,0,0.08131453700002567
1018-receipt.jpg,1.0,1.0,0,0,0.08188624600006733
1019-receipt.jpg,1.0,0.9577114582061768,1,0,0.013673793999942063
1020-receipt.jpg,0.8500000238418579,0.7643171548843384,1,0,0.08185136700001294
1021-receipt.jpg,1.0,1.0,0,0,0.08164865799994914
1022-receipt.jpg,1.0,1.0,0,0,0.11269023299996661
1023-receipt.jpg,0.8311688303947449,0.637651801109314,1,0,0.08289220199992542
1024-receipt.jpg,1.0,1.0,0,0,0.06092835699996613
1026-receipt.jpg,1.0,1.0,0,0,0.08176476300002378
1027-receipt.jpg,0.8125,0.7302799224853516,1,0,0.08146049700008007
1028-receipt.jpg,1.0,1.0,0,0,0.013137298000060582
1029-receipt.jpg,0.4166666567325592,0.30288460850715637,1,0,0.083023991999994
1030-receipt.jpg,1.0,1.0,0,0,0.013582417999941754
1031-receipt.jpg,0.9402984976768494,0.7224880456924438,1,0,0.08668792499997835
1032-receipt.jpg,1.0,1.0,0,0,0.08171031799997763
1033-receipt.jpg,0.6491228342056274,0.4871060252189636,1,0,0.0833222090000163
1035-receipt.jpg,0.9240506291389465,0.8997722268104553,1,0,0.06139883599996665
1036-receipt.jpg,0.5882353186607361,0.4880000054836273,1,0,0.08185878599999796
1037-receipt.jpg,1.0,1.0,0,0,0.08119115699992108
1038-receipt.jpg,1.0,0.976331353187561,1,0,0.08186323400002493
1039-receipt.jpg,0.9807692170143127,0.8630136847496033,1,0,0.08873191500003941
1040-receipt.jpg,0.5616438388824463,0.4088050425052643,1,0,0.08257857699993565
1042-receipt.jpg,0.6451612710952759,0.5653266310691833,1,0,0.08273793299997578
1043-receipt.jpg,1.0,1.0,0,0,0.08160121900004924
1044-receipt.jpg,1.0,1.0,0,0,0.0071564489999218495
1045-receipt.jpg,1.0,1.0,0,0,0.013540046999992228
1046-receipt.jpg,0.4166666567325592,0.3401360511779785,1,0,0.08209471800000756
1047-receipt.jpg,1.0,1.0,0,0,0.09748713800001951
1048-receipt.jpg,0.8243243098258972,0.8036951422691345,1,0,0.08227944600002957
1049-receipt.jpg,0.949999988079071,0.8914728760719299,1,0,0.08261990199991942
1050-receipt.jpg,0.9830508232116699,0.9734513163566589,1,0,0.08159013099998447
1051-receipt.jpg,0.523809552192688,0.25874125957489014,1,0,0.08241480699996373
1052-receipt.jpg,1.0,1.0,0,0,0.014009743999963575
1053-receipt.jpg,1.0,1.0,0,0,0.013673077000021294
1054-receipt.jpg,0.9855072498321533,0.9769052863121033,1,0,0.06638360600004489
1055-receipt.jpg,0.9142857193946838,0.847305417060852,1,0,0.08178414700000758
1056-receipt.jpg,0.6464646458625793,0.5089722871780396,1,0,0.08160053499989317
1057-receipt.jpg,0.5777778029441833,0.510948896408081,1,0,0.08236887999998999
1058-receipt.jpg,1.0,1.0,0,0,0.10210269100002733
1059-receipt.jpg,0.7333333492279053,0.5405405163764954,1,0,0.08232549500007735
1060-receipt.jpg,1.0,1.0,0,0,0.0820198620000383
1061-receipt.jpg,1.0,1.0,0,0,0.0615252000000055
1062-receipt.jpg,1.0,1.0,0,0,0.013681070999950862
1064-receipt.jpg,1.0,1.0,0,0,0.07752311900003406
1065-receipt.jpg,0.8676470518112183,0.7786069512367249,1,0,0.08138456699998642
1066-receipt.jpg,0.9245283007621765,0.7946428656578064,1,0,0.08202947199993105
1067-receipt.jpg,1.0,1.0,0,0,0.07961842100007743
1068-receipt.jpg,1.0,1.0,0,0,0.013754692000020441
1069-receipt.jpg,1.0,1.0,0,0,0.08133374399994864
1070-receipt.jpg,0.8500000238418579,0.7102803587913513,1,0,0.09952960700002222
1071-receipt.jpg,0.8360655903816223,0.8328357934951782,1,0,0.07459999800005335
